case_id,timestamp,activity,costs
3836,2022-03-16 21:50:54,Melt down solid materials,1
3836,2022-03-17 13:50:09,Collect recyclable materials,1
3836,2022-03-17 17:49:09,Dispose of non-reusable materials,1
3837,2022-03-15 03:46:00,Battery cell completely discharged,1
3837,2022-03-16 03:32:36,Check battery cell for damage,1
3837,2022-03-16 06:42:00,Open battery cell,1
3837,2022-03-16 12:42:40,Collect electrolyte separately,1
3837,2022-03-16 18:37:33,Clean electrodes,1
3837,2022-03-17 02:41:40,Shred electrodes,1
3837,2022-03-17 05:38:22,Melt down solid materials,1
3837,2022-03-17 21:39:46,Collect recyclable materials,1
3837,2022-03-18 01:39:22,Dispose of non-reusable materials,1
3838,2022-03-15 05:03:00,Battery cell completely discharged,1
3838,2022-03-16 04:51:52,Check battery cell for damage,1
3838,2022-03-16 07:41:52,Open battery cell,1
3838,2022-03-16 13:43:16,Collect electrolyte separately,1
3838,2022-03-16 19:47:07,Clean electrodes,1
3838,2022-03-17 03:42:33,Shred electrodes,1
3838,2022-03-17 06:41:54,Melt down solid materials,1
3838,2022-03-17 22:42:31,Collect recyclable materials,1
3838,2022-03-18 02:39:28,Dispose of non-reusable materials,1
3839,2022-03-15 08:43:00,Battery cell completely discharged,1
3839,2022-03-16 08:34:25,Check battery cell for damage,1
3839,2022-03-16 10:54:15,Check the capacity of the safety box,1
3839,2022-03-16 11:00:01,Place battery cell in safety box,1
3840,2022-03-15 10:44:00,Battery cell completely discharged,1
3840,2022-03-16 10:54:25,Check battery cell for damage,1
3840,2022-03-16 14:04:18,Open battery cell,1
3840,2022-03-16 20:01:55,Collect electrolyte separately,1
3840,2022-03-17 01:56:04,Clean electrodes,1
3840,2022-03-17 09:57:43,Shred electrodes,1
3840,2022-03-17 12:58:37,Melt down solid materials,1
3840,2022-03-18 04:56:28,Collect recyclable materials,1
3840,2022-03-18 08:56:53,Dispose of non-reusable materials,1
3841,2022-03-15 13:44:00,Battery cell completely discharged,1
3841,2022-03-16 13:43:44,Check battery cell for damage,1
3841,2022-03-16 16:38:11,Open battery cell,1
3841,2022-03-16 22:35:52,Collect electrolyte separately,1
3841,2022-03-17 04:34:16,Clean electrodes,1
3841,2022-03-17 12:37:34,Shred electrodes,1
3841,2022-03-17 15:38:11,Melt down solid materials,1
3841,2022-03-18 07:37:13,Collect recyclable materials,1
3841,2022-03-18 11:34:27,Dispose of non-reusable materials,1
3842,2022-03-15 19:27:00,Battery cell completely discharged,1
3842,2022-03-16 19:31:23,Check battery cell for damage,1
3842,2022-03-16 21:51:27,Check the capacity of the safety box,1
3842,2022-03-16 21:56:50,Place battery cell in safety box,1
3843,2022-03-16 05:01:00,Battery cell completely discharged,1
3843,2022-03-17 04:49:52,Check battery cell for damage,1
3843,2022-03-17 07:42:18,Open battery cell,1
3843,2022-03-17 14:09:18,Collect electrolyte separately,1
3843,2022-03-17 20:08:20,Clean electrodes,1
3843,2022-03-18 03:40:34,Shred electrodes,1
3843,2022-03-18 06:38:49,Melt down solid materials,1
3843,2022-03-18 22:38:49,Collect recyclable materials,1
3843,2022-03-19 02:37:16,Dispose of non-reusable materials,1
3844,2022-03-16 14:18:00,Battery cell completely discharged,1
3844,2022-03-17 14:20:57,Check battery cell for damage,1
3844,2022-03-17 17:17:55,Open battery cell,1
3844,2022-03-17 23:18:43,Collect electrolyte separately,1
3844,2022-03-18 05:18:19,Clean electrodes,1
3844,2022-03-18 13:30:23,Shred electrodes,1
3844,2022-03-18 16:29:57,Melt down solid materials,1
3844,2022-03-19 08:29:22,Collect recyclable materials,1
3844,2022-03-19 12:25:31,Dispose of non-reusable materials,1
3845,2022-03-16 23:35:00,Battery cell completely discharged,1
3845,2022-03-17 23:44:11,Check battery cell for damage,1
3845,2022-03-18 02:52:18,Open battery cell,1
3845,2022-03-18 08:50:42,Collect electrolyte separately,1
3845,2022-03-18 14:51:57,Clean electrodes,1
3845,2022-03-18 22:46:09,Shred electrodes,1
3845,2022-03-19 01:42:38,Melt down solid materials,1
3845,2022-03-19 17:42:01,Collect recyclable materials,1
3845,2022-03-19 21:47:10,Dispose of non-reusable materials,1
3846,2022-03-17 07:37:00,Battery cell completely discharged,1
3846,2022-03-18 07:47:46,Check battery cell for damage,1
3846,2022-03-18 09:35:42,Check the capacity of the safety box,1
3846,2022-03-18 09:41:57,Place battery cell in safety box,1
3847,2022-03-17 10:51:00,Battery cell completely discharged,1
3847,2022-03-18 10:42:42,Check battery cell for damage,1
3847,2022-03-18 13:41:55,Open battery cell,1
3847,2022-03-18 19:39:28,Collect electrolyte separately,1
3847,2022-03-19 01:33:34,Clean electrodes,1
3847,2022-03-19 09:32:41,Shred electrodes,1
3847,2022-03-19 12:31:13,Melt down solid materials,1
3847,2022-03-20 04:35:52,Collect recyclable materials,1
3847,2022-03-20 08:35:46,Dispose of non-reusable materials,1
3848,2022-03-17 19:29:00,Battery cell completely discharged,1
3848,2022-03-18 19:28:22,Check battery cell for damage,1
3848,2022-03-18 21:36:57,Check the capacity of the safety box,1
3848,2022-03-18 21:43:25,Place battery cell in safety box,1
3849,2022-03-17 23:20:00,Battery cell completely discharged,1
3849,2022-03-18 22:42:02,Check battery cell for damage,1
3849,2022-03-19 01:54:48,Open battery cell,1
3849,2022-03-19 08:02:40,Collect electrolyte separately,1
3849,2022-03-19 13:56:48,Clean electrodes,1
3849,2022-03-19 21:51:40,Shred electrodes,1
3849,2022-03-20 00:48:40,Melt down solid materials,1
3849,2022-03-20 16:53:07,Collect recyclable materials,1
3849,2022-03-20 20:49:00,Dispose of non-reusable materials,1
3850,2022-03-18 07:29:00,Battery cell completely discharged,1
3850,2022-03-19 07:46:04,Check battery cell for damage,1
3850,2022-03-19 10:46:20,Open battery cell,1
3850,2022-03-19 16:54:19,Collect electrolyte separately,1
3850,2022-03-19 22:51:26,Clean electrodes,1
3850,2022-03-20 06:58:16,Shred electrodes,1
3850,2022-03-20 09:58:37,Melt down solid materials,1
3850,2022-03-21 01:59:36,Collect recyclable materials,1
3850,2022-03-21 06:00:12,Dispose of non-reusable materials,1
3851,2022-03-18 14:15:00,Battery cell completely discharged,1
3851,2022-03-19 14:02:12,Check battery cell for damage,1
3851,2022-03-19 17:10:01,Open battery cell,1
3851,2022-03-19 23:10:55,Collect electrolyte separately,1
3851,2022-03-20 05:10:06,Clean electrodes,1
3851,2022-03-20 11:35:51,Clean electrodes,1
3851,2022-03-20 19:40:27,Shred electrodes,1
3851,2022-03-20 22:43:07,Melt down solid materials,1
3851,2022-03-21 14:42:39,Collect recyclable materials,1
3851,2022-03-21 18:36:18,Dispose of non-reusable materials,1
3852,2022-03-18 16:25:00,Battery cell completely discharged,1
3852,2022-03-19 16:04:24,Check battery cell for damage,1
3852,2022-03-19 19:16:48,Open battery cell,1
3852,2022-03-20 01:06:31,Collect electrolyte separately,1
3852,2022-03-20 07:08:48,Clean electrodes,1
3852,2022-03-20 14:53:38,Shred electrodes,1
3852,2022-03-20 17:56:42,Melt down solid materials,1
3852,2022-03-21 09:55:48,Collect recyclable materials,1
3852,2022-03-21 14:02:18,Dispose of non-reusable materials,1
3853,2022-03-19 00:38:00,Battery cell completely discharged,1
3853,2022-03-20 00:31:54,Check battery cell for damage,1
3853,2022-03-20 02:25:03,Check the capacity of the safety box,1
3853,2022-03-20 02:31:25,Place battery cell in safety box,1
3854,2022-03-19 04:21:00,Battery cell completely discharged,1
3854,2022-03-20 04:00:36,Check battery cell for damage,1
3854,2022-03-20 06:39:06,Open battery cell,1
3854,2022-03-20 12:48:58,Collect electrolyte separately,1
3854,2022-03-20 18:51:01,Clean electrodes,1
3854,2022-03-21 01:20:27,Clean electrodes,1
3854,2022-03-21 09:23:12,Shred electrodes,1
3854,2022-03-21 12:27:18,Melt down solid materials,1
3854,2022-03-22 04:28:21,Collect recyclable materials,1
3854,2022-03-22 08:30:55,Dispose of non-reusable materials,1
3855,2022-03-19 04:44:00,Battery cell completely discharged,1
3855,2022-03-20 05:19:46,Check battery cell for damage,1
3855,2022-03-20 07:19:49,Check the capacity of the safety box,1
3855,2022-03-20 07:25:36,Place battery cell in safety box,1
3856,2022-03-19 05:00:00,Battery cell completely discharged,1
3856,2022-03-20 04:51:21,Check battery cell for damage,1
3856,2022-03-20 07:46:38,Open battery cell,1
3856,2022-03-20 13:53:00,Collect electrolyte separately,1
3856,2022-03-20 19:51:07,Clean electrodes,1
3856,2022-03-21 03:25:25,Shred electrodes,1
3856,2022-03-21 06:25:03,Melt down solid materials,1
3856,2022-03-21 22:23:01,Collect recyclable materials,1
3856,2022-03-22 02:25:26,Dispose of non-reusable materials,1
3857,2022-03-19 14:33:00,Battery cell completely discharged,1
3857,2022-03-20 14:17:07,Check battery cell for damage,1
3857,2022-03-20 17:14:59,Open battery cell,1
3857,2022-03-20 23:24:55,Collect electrolyte separately,1
3857,2022-03-21 05:25:43,Clean electrodes,1
3857,2022-03-21 11:55:09,Clean electrodes,1
3857,2022-03-21 19:55:06,Shred electrodes,1
3857,2022-03-21 22:57:36,Melt down solid materials,1
3857,2022-03-22 15:01:47,Collect recyclable materials,1
3857,2022-03-22 19:02:05,Dispose of non-reusable materials,1
3858,2022-03-19 15:03:00,Battery cell completely discharged,1
3858,2022-03-20 15:05:57,Check battery cell for damage,1
3858,2022-03-20 17:10:42,Check the capacity of the safety box,1
3858,2022-03-20 17:16:25,Place battery cell in safety box,1
3859,2022-03-19 16:31:00,Battery cell completely discharged,1
3859,2022-03-20 16:48:33,Check battery cell for damage,1
3859,2022-03-20 20:01:39,Open battery cell,1
3859,2022-03-21 01:59:52,Collect electrolyte separately,1
3859,2022-03-21 07:53:01,Clean electrodes,1
3859,2022-03-21 15:58:49,Shred electrodes,1
3859,2022-03-21 19:02:54,Melt down solid materials,1
3859,2022-03-22 11:01:44,Collect recyclable materials,1
3859,2022-03-22 15:02:19,Dispose of non-reusable materials,1
3860,2022-03-19 23:03:00,Battery cell completely discharged,1
3860,2022-03-20 23:01:21,Check battery cell for damage,1
3860,2022-03-21 02:12:40,Open battery cell,1
3860,2022-03-21 08:20:01,Collect electrolyte separately,1
3860,2022-03-21 14:18:38,Clean electrodes,1
3860,2022-03-21 20:47:28,Clean electrodes,1
3860,2022-03-22 05:02:15,Shred electrodes,1
3860,2022-03-22 08:05:32,Melt down solid materials,1
3860,2022-03-23 00:06:47,Collect recyclable materials,1
3860,2022-03-23 04:04:54,Dispose of non-reusable materials,1
3861,2022-03-20 02:35:00,Battery cell completely discharged,1
3861,2022-03-21 02:15:58,Check battery cell for damage,1
3861,2022-03-21 04:14:14,Check the capacity of the safety box,1
3861,2022-03-21 04:20:33,Place battery cell in safety box,1
3862,2022-03-20 07:55:00,Battery cell completely discharged,1
3862,2022-03-21 08:12:36,Check battery cell for damage,1
3862,2022-03-21 11:06:17,Open battery cell,1
3862,2022-03-21 17:16:07,Collect electrolyte separately,1
3862,2022-03-21 23:11:54,Clean electrodes,1
3862,2022-03-22 07:06:12,Shred electrodes,1
3862,2022-03-22 10:03:31,Melt down solid materials,1
3862,2022-03-23 02:00:44,Collect recyclable materials,1
3862,2022-03-23 06:01:59,Dispose of non-reusable materials,1
3863,2022-03-20 17:07:00,Battery cell completely discharged,1
3863,2022-03-21 17:06:24,Check battery cell for damage,1
3863,2022-03-21 20:04:10,Open battery cell,1
3863,2022-03-22 02:10:48,Collect electrolyte separately,1
3863,2022-03-22 08:07:25,Clean electrodes,1
3863,2022-03-22 16:00:40,Shred electrodes,1
3863,2022-03-22 18:59:46,Melt down solid materials,1
3863,2022-03-23 10:58:49,Collect recyclable materials,1
3863,2022-03-23 14:55:25,Dispose of non-reusable materials,1
3864,2022-03-21 00:05:00,Battery cell completely discharged,1
3864,2022-03-21 23:56:51,Check battery cell for damage,1
3864,2022-03-22 02:55:06,Open battery cell,1
3864,2022-03-22 08:53:36,Collect electrolyte separately,1
3864,2022-03-22 14:59:15,Clean electrodes,1
3864,2022-03-22 21:33:30,Clean electrodes,1
3864,2022-03-23 04:07:45,Clean electrodes,1
3864,2022-03-23 12:17:22,Shred electrodes,1
3864,2022-03-23 15:20:55,Melt down solid materials,1
3864,2022-03-24 07:19:46,Collect recyclable materials,1
3864,2022-03-24 11:19:37,Dispose of non-reusable materials,1
3865,2022-03-21 01:04:00,Battery cell completely discharged,1
3865,2022-03-22 01:18:13,Check battery cell for damage,1
3865,2022-03-22 03:17:10,Check the capacity of the safety box,1
3865,2022-03-22 03:22:35,Place battery cell in safety box,1
3866,2022-03-21 09:12:00,Battery cell completely discharged,1
3866,2022-03-22 09:21:43,Check battery cell for damage,1
3866,2022-03-22 11:25:04,Check the capacity of the safety box,1
3866,2022-03-22 11:30:58,Place battery cell in safety box,1
3867,2022-03-21 18:29:00,Battery cell completely discharged,1
3867,2022-03-22 18:35:34,Check battery cell for damage,1
3867,2022-03-22 21:40:33,Open battery cell,1
3867,2022-03-23 03:39:25,Collect electrolyte separately,1
3867,2022-03-23 09:40:03,Clean electrodes,1
3867,2022-03-23 17:46:21,Shred electrodes,1
3867,2022-03-23 20:49:51,Melt down solid materials,1
3867,2022-03-24 12:52:05,Collect recyclable materials,1
3867,2022-03-24 16:47:03,Dispose of non-reusable materials,1
3868,2022-03-21 21:45:00,Battery cell completely discharged,1
3868,2022-03-22 21:32:16,Check battery cell for damage,1
3868,2022-03-23 00:23:43,Open battery cell,1
3868,2022-03-23 06:29:48,Collect electrolyte separately,1
3868,2022-03-23 12:30:12,Clean electrodes,1
3868,2022-03-23 19:00:36,Clean electrodes,1
3868,2022-03-24 03:27:18,Shred electrodes,1
3868,2022-03-24 06:25:18,Melt down solid materials,1
3868,2022-03-24 22:24:28,Collect recyclable materials,1
3868,2022-03-25 02:25:01,Dispose of non-reusable materials,1
3869,2022-03-22 04:49:00,Battery cell completely discharged,1
3869,2022-03-23 04:36:49,Check battery cell for damage,1
3869,2022-03-23 07:38:07,Open battery cell,1
3869,2022-03-23 13:44:33,Collect electrolyte separately,1
3869,2022-03-23 19:40:08,Clean electrodes,1
3869,2022-03-24 02:07:22,Clean electrodes,1
3869,2022-03-24 08:34:36,Clean electrodes,1
3869,2022-03-24 15:01:49,Clean electrodes,1
3869,2022-03-24 22:56:45,Shred electrodes,1
3869,2022-03-25 01:53:58,Melt down solid materials,1
3869,2022-03-25 17:51:48,Collect recyclable materials,1
3869,2022-03-25 21:53:06,Dispose of non-reusable materials,1
3870,2022-03-22 05:15:00,Battery cell completely discharged,1
3870,2022-03-23 05:42:15,Check battery cell for damage,1
3870,2022-03-23 07:43:55,Check the capacity of the safety box,1
3870,2022-03-23 07:49:51,Place battery cell in safety box,1
3871,2022-03-22 14:56:00,Battery cell completely discharged,1
3871,2022-03-23 14:44:07,Check battery cell for damage,1
3871,2022-03-23 16:37:22,Check the capacity of the safety box,1
3871,2022-03-23 16:43:34,Place battery cell in safety box,1
3872,2022-03-22 18:25:00,Battery cell completely discharged,1
3872,2022-03-23 18:33:07,Check battery cell for damage,1
3872,2022-03-23 21:35:35,Open battery cell,1
3872,2022-03-24 03:35:13,Collect electrolyte separately,1
3872,2022-03-24 09:34:37,Clean electrodes,1
3872,2022-03-24 17:27:55,Shred electrodes,1
3872,2022-03-24 20:30:02,Melt down solid materials,1
3872,2022-03-25 12:28:14,Collect recyclable materials,1
3872,2022-03-25 16:28:18,Dispose of non-reusable materials,1
3873,2022-03-23 01:00:00,Battery cell completely discharged,1
3873,2022-03-24 01:11:42,Check battery cell for damage,1
3873,2022-03-24 04:06:04,Open battery cell,1
3873,2022-03-24 10:11:36,Collect electrolyte separately,1
3873,2022-03-24 16:00:27,Clean electrodes,1
3873,2022-03-24 23:51:52,Shred electrodes,1
3873,2022-03-25 02:50:51,Melt down solid materials,1
3873,2022-03-25 18:48:28,Collect recyclable materials,1
3873,2022-03-25 22:49:29,Dispose of non-reusable materials,1
3874,2022-03-23 06:43:00,Battery cell completely discharged,1
3874,2022-03-24 06:09:20,Check battery cell for damage,1
3874,2022-03-24 09:14:55,Open battery cell,1
3874,2022-03-24 15:21:13,Collect electrolyte separately,1
3874,2022-03-24 21:13:33,Clean electrodes,1
3874,2022-03-25 04:44:58,Shred electrodes,1
3874,2022-03-25 07:41:39,Melt down solid materials,1
3874,2022-03-25 23:40:01,Collect recyclable materials,1
3874,2022-03-26 03:42:04,Dispose of non-reusable materials,1
3875,2022-03-23 16:39:00,Battery cell completely discharged,1
3875,2022-03-24 16:48:16,Check battery cell for damage,1
3875,2022-03-24 18:55:30,Check the capacity of the safety box,1
3875,2022-03-24 19:01:22,Place battery cell in safety box,1
3876,2022-03-23 16:44:00,Battery cell completely discharged,1
3876,2022-03-24 17:14:03,Check battery cell for damage,1
3876,2022-03-24 19:16:43,Check the capacity of the safety box,1
3876,2022-03-24 19:22:49,Place battery cell in safety box,1
3877,2022-03-24 01:01:00,Battery cell completely discharged,1
3877,2022-03-25 00:58:51,Check battery cell for damage,1
3877,2022-03-25 04:15:55,Open battery cell,1
3877,2022-03-25 10:16:22,Collect electrolyte separately,1
3877,2022-03-25 16:22:46,Clean electrodes,1
3877,2022-03-26 00:04:57,Shred electrodes,1
3877,2022-03-26 03:01:18,Melt down solid materials,1
3877,2022-03-26 19:00:52,Collect recyclable materials,1
3877,2022-03-26 23:02:07,Dispose of non-reusable materials,1
3878,2022-03-24 04:30:00,Battery cell completely discharged,1
3878,2022-03-25 04:10:55,Check battery cell for damage,1
3878,2022-03-25 07:34:15,Open battery cell,1
3878,2022-03-25 13:40:32,Collect electrolyte separately,1
3878,2022-03-25 19:42:37,Clean electrodes,1
3878,2022-03-26 03:41:13,Shred electrodes,1
3878,2022-03-26 06:40:24,Melt down solid materials,1
3878,2022-03-26 22:40:39,Collect recyclable materials,1
3878,2022-03-27 02:42:48,Dispose of non-reusable materials,1
3879,2022-03-24 10:36:00,Battery cell completely discharged,1
3879,2022-03-25 11:11:19,Check battery cell for damage,1
3879,2022-03-25 14:07:27,Open battery cell,1
3879,2022-03-25 20:02:28,Collect electrolyte separately,1
3879,2022-03-26 02:07:11,Clean electrodes,1
3879,2022-03-26 10:09:44,Shred electrodes,1
3879,2022-03-26 13:07:43,Melt down solid materials,1
3879,2022-03-27 05:05:21,Collect recyclable materials,1
3879,2022-03-27 09:05:41,Dispose of non-reusable materials,1
3880,2022-03-24 18:13:00,Battery cell completely discharged,1
3880,2022-03-25 17:42:14,Check battery cell for damage,1
3880,2022-03-25 19:31:23,Check the capacity of the safety box,1
3880,2022-03-25 19:37:25,Place battery cell in safety box,1
3881,2022-03-25 01:07:00,Battery cell completely discharged,1
3881,2022-03-26 01:27:40,Check battery cell for damage,1
3881,2022-03-26 04:09:43,Open battery cell,1
3881,2022-03-26 10:07:12,Collect electrolyte separately,1
3881,2022-03-26 16:11:15,Clean electrodes,1
3881,2022-03-27 00:16:58,Shred electrodes,1
3881,2022-03-27 03:18:53,Melt down solid materials,1
3881,2022-03-27 19:19:11,Collect recyclable materials,1
3881,2022-03-27 23:19:42,Dispose of non-reusable materials,1
3882,2022-03-25 03:14:00,Battery cell completely discharged,1
3882,2022-03-26 03:20:52,Check battery cell for damage,1
3882,2022-03-26 06:19:45,Open battery cell,1
3882,2022-03-26 12:08:47,Collect electrolyte separately,1
3882,2022-03-26 18:07:27,Clean electrodes,1
3882,2022-03-27 02:25:51,Shred electrodes,1
3882,2022-03-27 05:22:45,Melt down solid materials,1
3882,2022-03-27 21:22:32,Collect recyclable materials,1
3882,2022-03-28 01:23:33,Dispose of non-reusable materials,1
3883,2022-03-25 05:10:00,Battery cell completely discharged,1
3883,2022-03-26 05:08:39,Check battery cell for damage,1
3883,2022-03-26 07:54:06,Open battery cell,1
3883,2022-03-26 14:04:44,Collect electrolyte separately,1
3883,2022-03-26 20:00:13,Clean electrodes,1
3883,2022-03-27 04:05:40,Shred electrodes,1
3883,2022-03-27 07:06:11,Melt down solid materials,1
3883,2022-03-27 23:00:48,Collect recyclable materials,1
3883,2022-03-28 02:56:55,Dispose of non-reusable materials,1
3884,2022-03-25 12:11:00,Battery cell completely discharged,1
3884,2022-03-26 12:04:51,Check battery cell for damage,1
3884,2022-03-26 14:48:17,Open battery cell,1
3884,2022-03-26 21:13:51,Collect electrolyte separately,1
3884,2022-03-27 03:16:31,Clean electrodes,1
3884,2022-03-27 09:45:18,Clean electrodes,1
3884,2022-03-27 17:54:18,Shred electrodes,1
3884,2022-03-27 20:54:28,Melt down solid materials,1
3884,2022-03-28 12:53:06,Collect recyclable materials,1
3884,2022-03-28 16:48:20,Dispose of non-reusable materials,1
3885,2022-03-25 19:45:00,Battery cell completely discharged,1
3885,2022-03-26 19:47:28,Check battery cell for damage,1
3885,2022-03-26 22:26:28,Open battery cell,1
3885,2022-03-27 04:16:28,Collect electrolyte separately,1
3885,2022-03-27 10:27:47,Clean electrodes,1
3885,2022-03-27 17:00:51,Clean electrodes,1
3885,2022-03-28 01:03:43,Shred electrodes,1
3885,2022-03-28 03:59:49,Melt down solid materials,1
3885,2022-03-28 20:00:34,Collect recyclable materials,1
3885,2022-03-28 23:57:47,Dispose of non-reusable materials,1
3886,2022-03-25 23:47:00,Battery cell completely discharged,1
3886,2022-03-27 00:23:48,Check battery cell for damage,1
3886,2022-03-27 03:27:55,Open battery cell,1
3886,2022-03-27 09:14:16,Collect electrolyte separately,1
3886,2022-03-27 15:14:50,Clean electrodes,1
3886,2022-03-27 21:42:22,Clean electrodes,1
3886,2022-03-28 04:09:55,Clean electrodes,1
3886,2022-03-28 10:37:27,Clean electrodes,1
3886,2022-03-28 18:52:14,Shred electrodes,1
3886,2022-03-28 21:51:36,Melt down solid materials,1
3886,2022-03-29 13:54:27,Collect recyclable materials,1
3886,2022-03-29 17:54:52,Dispose of non-reusable materials,1
3887,2022-03-26 08:32:00,Battery cell completely discharged,1
3887,2022-03-27 08:22:41,Check battery cell for damage,1
3887,2022-03-27 11:08:50,Open battery cell,1
3887,2022-03-27 17:17:06,Collect electrolyte separately,1
3887,2022-03-27 23:10:27,Clean electrodes,1
3887,2022-03-28 05:40:44,Clean electrodes,1
3887,2022-03-28 13:33:27,Shred electrodes,1
3887,2022-03-28 16:30:56,Melt down solid materials,1
3887,2022-03-29 08:30:12,Collect recyclable materials,1
3887,2022-03-29 12:25:55,Dispose of non-reusable materials,1
3888,2022-03-26 16:38:00,Battery cell completely discharged,1
3888,2022-03-27 17:10:14,Check battery cell for damage,1
3888,2022-03-27 19:52:30,Open battery cell,1
3888,2022-03-28 01:59:58,Collect electrolyte separately,1
3888,2022-03-28 08:03:15,Clean electrodes,1
3888,2022-03-28 15:58:26,Shred electrodes,1
3888,2022-03-28 18:56:47,Melt down solid materials,1
3888,2022-03-29 10:56:39,Collect recyclable materials,1
3888,2022-03-29 14:55:59,Dispose of non-reusable materials,1
3889,2022-03-27 00:35:00,Battery cell completely discharged,1
3889,2022-03-28 00:28:51,Check battery cell for damage,1
3889,2022-03-28 02:28:57,Check the capacity of the safety box,1
3889,2022-03-28 02:35:36,Place battery cell in safety box,1
3890,2022-03-27 05:52:00,Battery cell completely discharged,1
3890,2022-03-28 06:09:58,Check battery cell for damage,1
3890,2022-03-28 09:09:46,Open battery cell,1
3890,2022-03-28 15:00:08,Collect electrolyte separately,1
3890,2022-03-28 21:02:39,Clean electrodes,1
3890,2022-03-29 04:54:15,Shred electrodes,1
3890,2022-03-29 07:53:18,Melt down solid materials,1
3890,2022-03-29 23:50:33,Collect recyclable materials,1
3890,2022-03-30 03:46:42,Dispose of non-reusable materials,1
3891,2022-03-27 06:33:00,Battery cell completely discharged,1
3891,2022-03-28 06:17:34,Check battery cell for damage,1
3891,2022-03-28 09:16:34,Open battery cell,1
3891,2022-03-28 15:15:23,Collect electrolyte separately,1
3891,2022-03-28 21:02:30,Clean electrodes,1
3891,2022-03-29 05:16:51,Shred electrodes,1
3891,2022-03-29 08:19:08,Melt down solid materials,1
3891,2022-03-30 00:17:53,Collect recyclable materials,1
3891,2022-03-30 04:20:41,Dispose of non-reusable materials,1
3892,2022-03-27 14:07:00,Battery cell completely discharged,1
3892,2022-03-28 14:00:44,Check battery cell for damage,1
3892,2022-03-28 17:02:42,Open battery cell,1
3892,2022-03-28 22:55:33,Collect electrolyte separately,1
3892,2022-03-29 04:54:27,Clean electrodes,1
3892,2022-03-29 12:53:22,Shred electrodes,1
3892,2022-03-29 15:51:06,Melt down solid materials,1
3892,2022-03-30 07:52:21,Collect recyclable materials,1
3892,2022-03-30 11:50:15,Dispose of non-reusable materials,1
3893,2022-03-27 15:18:00,Battery cell completely discharged,1
3893,2022-03-28 15:18:07,Check battery cell for damage,1
3893,2022-03-28 17:16:58,Check the capacity of the safety box,1
3893,2022-03-28 17:22:34,Place battery cell in safety box,1
3894,2022-03-27 23:54:00,Battery cell completely discharged,1
3894,2022-03-28 23:52:55,Check battery cell for damage,1
3894,2022-03-29 02:34:42,Open battery cell,1
3894,2022-03-29 08:37:52,Collect electrolyte separately,1
3894,2022-03-29 14:37:19,Clean electrodes,1
3894,2022-03-29 21:07:03,Clean electrodes,1
3894,2022-03-30 04:56:37,Shred electrodes,1
3894,2022-03-30 07:58:13,Melt down solid materials,1
3894,2022-03-31 00:00:06,Collect recyclable materials,1
3894,2022-03-31 03:59:16,Dispose of non-reusable materials,1
3895,2022-03-28 07:01:00,Battery cell completely discharged,1
3895,2022-03-29 07:17:43,Check battery cell for damage,1
3895,2022-03-29 09:18:33,Check the capacity of the safety box,1
3895,2022-03-29 09:24:47,Place battery cell in safety box,1
3896,2022-03-28 16:41:00,Battery cell completely discharged,1
3896,2022-03-29 16:49:12,Check battery cell for damage,1
3896,2022-03-29 19:40:48,Open battery cell,1
3896,2022-03-30 01:51:30,Collect electrolyte separately,1
3896,2022-03-30 07:54:52,Clean electrodes,1
3896,2022-03-30 15:54:40,Shred electrodes,1
3896,2022-03-30 18:53:20,Melt down solid materials,1
3896,2022-03-31 10:56:39,Collect recyclable materials,1
3896,2022-03-31 14:55:39,Dispose of non-reusable materials,1
3897,2022-03-28 22:19:00,Battery cell completely discharged,1
3897,2022-03-29 22:25:45,Check battery cell for damage,1
3897,2022-03-30 00:46:44,Check the capacity of the safety box,1
3897,2022-03-30 00:52:40,Place battery cell in safety box,1
3898,2022-03-28 23:01:00,Battery cell completely discharged,1
3898,2022-03-29 22:42:28,Check battery cell for damage,1
3898,2022-03-30 00:49:00,Check the capacity of the safety box,1
3898,2022-03-30 00:54:55,Place battery cell in safety box,1
3899,2022-03-29 00:50:00,Battery cell completely discharged,1
3899,2022-03-30 00:31:01,Check battery cell for damage,1
3899,2022-03-30 03:42:49,Open battery cell,1
3899,2022-03-30 09:46:10,Collect electrolyte separately,1
3899,2022-03-30 15:48:04,Clean electrodes,1
3899,2022-03-30 23:41:48,Shred electrodes,1
3899,2022-03-31 02:41:44,Melt down solid materials,1
3899,2022-03-31 18:38:10,Collect recyclable materials,1
3899,2022-03-31 22:39:57,Dispose of non-reusable materials,1
3900,2022-03-29 04:17:00,Battery cell completely discharged,1
3900,2022-03-30 04:19:58,Check battery cell for damage,1
3900,2022-03-30 07:20:18,Open battery cell,1
3900,2022-03-30 13:20:07,Collect electrolyte separately,1
3900,2022-03-30 19:11:29,Clean electrodes,1
3900,2022-03-31 03:13:27,Shred electrodes,1
3900,2022-03-31 06:10:57,Melt down solid materials,1
3900,2022-03-31 22:11:27,Collect recyclable materials,1
3900,2022-04-01 02:04:51,Dispose of non-reusable materials,1
3901,2022-03-29 14:14:00,Battery cell completely discharged,1
3901,2022-03-30 14:33:02,Check battery cell for damage,1
3901,2022-03-30 17:48:37,Open battery cell,1
3901,2022-03-30 23:45:53,Collect electrolyte separately,1
3901,2022-03-31 05:48:00,Clean electrodes,1
3901,2022-03-31 12:17:28,Clean electrodes,1
